gene	avgTPM	avgFPKM
Ear-ps3	0	0
Gm17334	0.075	0.14
Sardhos	0	0
Gm17333	0	0
Gm19840	0	0
Gm17332	0	0
Gm5218	0.02	0.035
Gm2619	0.025	0.04
Gm7271	0	0
Vmn2r71	0	0
Vmn2r91	0	0
Krtap11-1	0	0
Pate1	0	0
Gm17208	0.035	0.06
Gm3084	0	0
Gm8775	0.025	0.04
Gm3755	0	0
Gm20390	88.785	150.545
Gm6970	0.09	0.155
Gm6434	0	0
Gm17114	0	0
Gm17103	0.25	0.44
Vmn2r76	0	0
Vgll3	1.265	2.115
Gm17689	0	0
Speer4e	0.04	0.06
Vmn2r110	0	0
Vmn2r19	0	0
Smim13	1.35	2.315
Igkv17-134	0	0
Gm6682	27.895	47.025
Gm17641	0.04	0.07
Gm6673	0.085	0.145
Gm3248	0.08	0.14
Gm1818	0.115	0.2
Gm17032	0	0
Gm8065	0	0
Gm17234	0	0
Gm17430	0.065	0.105
Gm3111	0	0
Gm17075	0	0
Gm17051	0.02	0.035
Gm3275	0	0
Gm3104	0	0
Gm6047	0.15	0.255
Gm4181	0	0
Gm8439	0	0
Speer6-ps1	0	0
Gm17100	0.055	0.1
Gm17606	0	0
Gm8895	0	0
Spata31d1b	0.425	0.735
Gm17490	0	0
Fth-ps2	0.735	1.26
Gm17214	0.02	0.03
Gm5415	0	0
Gm3760	0	0
Traj54	0	0
1700112D23Rik	0.05	0.08
Gm17157	0	0
Eid1	3.925	6.59
Col6a5	0.735	1.24
Gm10772	0.68	1.16
Vmn2r92	0	0
Gm17135	0.085	0.135
Gm17142	0	0
Speer5-ps1	0	0
Gm5277	0	0
Gm7701	0.205	0.36
Gm17040	0.015	0.03
Gm17711	0	0
Gm17085	0	0
5730435O14Rik	0	0
Gm8810	0	0
Vmn2r15	0	0
Aadacl2	0.025	0.05
Gm4219	0	0
Vmn2r83	0	0
Vmn1r18	0	0
Hist1h2al	239.415	409.51
Olfr443-ps1	0	0
Gcnt4	0.14	0.24
Gm17168	0	0
5330438I03Rik	0.02	0.025
Spanxn4	0	0
Gm6356	0.005	0.005
Gm9252	0.005	0.01
Rd3l	0	0
Gm3140	0.01	0.02
Hist2h4	9.735	16.59
Vmn2r117	0	0
Gm6728	0.035	0.065
Gm17150	0.03	0.05
Gm5916	0	0
Gm2895	0.01	0.015
Ak9	0.02	0.04
Gm6327	0	0
Gm3164	0.09	0.16
Gm17450	0.075	0.125
Gm4202	9.895	16.515
Gm6455	0	0
Gm17509	0.685	1.21
Gm17118	0	0
Gm17228	0.735	1.25
Gm17093	0	0
Platr19	0.02	0.035
Vmn1r115	0	0
Gm17088	0	0
Gm17387	0	0
Gm17031	0	0
Gm17023	0	0
Gm10269	1.105	1.87
Vmn2r11	0	0
Gm6541	0	0
Otogl	0.005	0.005
Gm17171	0	0
Gm17054	0	0
Gm7808	0.355	0.605
Gm17084	0.575	0.985
Gm17183	0	0
Vmn2r82	0	0.005
Gm17159	0	0
Gm20538	0	0
Gm3739	0.45	0.76
2610021A01Rik	6.785	11.55
2810468N07Rik	0.205	0.35
Catspere2	0.015	0.025
Gm5799	0.01	0.015
Gm10039	16.395	27.61
Gm17035	0.105	0.17
Gm17154	0	0
Gm8715	0	0
Gm7953	0	0
Gm6586	0	0
Triml2	14.22	24.345
Vmn2r97	0	0
Gm17025	0.015	0.025
Gm3269	0	0
Gm8398	0	0
Gm44	0.095	0.165
Mpc1-ps	1.395	2.31
Vmn2r118	0	0
Gm17194	0.07	0.115
Gm17066	3.45	5.92
Mtag2	0.395	0.69
Vmn2r87	0	0
Lamtor3	6.47	11
Gm17484	0.65	1.12
Zfp422-ps	0.42	0.73
Skor2	0	0
AU040972	0.185	0.32
BB019430	0	0
Gm9268	0	0
Cldn20	0.155	0.27
Olfr102	0	0
Gm17195	0.58	1.005
Tma7	67.285	113.91
Vmn1r238	0	0
Vmn1r9	0	0
Gm17167	0.02	0.03
Gm17572	0.05	0.09
Gm6548	3.43	5.88
Gm6811	0.015	0.025
Gm8711	0.825	1.425
Serpina3e-ps	0.01	0.02
Gm14569	0.345	0.565
Gm8584	0	0
Gm17227	0.13	0.225
Gm6665	0	0
Gm8108	0.31	0.525
Gm8206	0.295	0.51
Gm8232	0	0
Gm7707	0.04	0.07
Vmn2r3	0.015	0.02
Serpina3d-ps	0	0
2010016I18Rik	0.02	0.03
Gm6211	0.075	0.135
Gm17033	0	0
Gm8180	0	0
Cyp4f17	1.56	2.695
Gm17191	0.125	0.22
Gm17067	10.42	17.71
Gm3344	0.02	0.03
Olfr93	0	0
Gm17349	0.515	0.875
Gm8256	0.025	0.035
Ighv2-1	0.035	0.06
Gm17046	0.115	0.185
Gm17657	4	6.815
Gm17044	0	0
Gm3752	0.02	0.035
H60c	0.005	0.005
Gm3625	0	0
Vmn2r23	0	0
Gm17092	2.535	4.35
Vmn2r9	0	0
Lsm5	21.035	35.415
Gm5929	0	0
Vmn2r95	0	0
Vmn2r13	0	0
Akain1	0.005	0.005
Vmn1r113	0	0
Gm3756	0.05	0.085
C2cd4d	0	0
Phf11b	0.025	0.045
Apol11a	0	0
Vmn2r36	0	0
Vmn1r57	0.025	0.045
Gm8741	5.165	8.985
Vmn2r106	0	0
Gm3072	0	0
Gm17099	0	0
Gm17021	0	0
Vmn1r69	0	0
Gm17101	0	0
Gm8358	0	0
Gm17117	0	0
Vmn2r105	0	0
Trbv10	0	0
Gm17129	0	0
Gm8374	0	0
Vmn2r96	0	0
Klhdc7b	0.02	0.03
Tcrg-C3	0	0
Gm17359	0	0
4930471C04Rik	0	0
4930433I11Rik	0.005	0.005
Apol11b	0	0
Gm17669	0.065	0.11
Eif3s6-ps2	28.575	48.825
Gm6526	0.005	0.005
Gm7876	0	0
Gm4222	0	0
H2-Q2	0.215	0.375
Gm8224	0.02	0.035
Gm17189	0.005	0.005
Sec14l5	0.47	0.825
Gm17126	0	0
Gm16506	0	0
Gimd1	0	0
Siah3	0	0
Gm17366	0.23	0.37
Gm8220	0	0
Gm17230	0.005	0.015
Gm17542	0	0
Gm17541	0.05	0.09
Gm8094	0	0
Vmn1r29	0.01	0.015
Gpr62	0.08	0.14
Yy2	1.935	3.285
Gm7929	0	0
Gm17161	0	0
Gm5093	0.04	0.06
Gm5705	0	0
Gm17732	0.175	0.31
Gm17098	0.06	0.095
Tspy-ps	0.095	0.155
Gm3208	0	0
Gm3636	1.265	2.175
Gm3095	0.065	0.105
Gm17064	0	0
Gm3191	0.035	0.06
Zfp964	0.14	0.245
Gm17617	0	0
Vmn2r103	0	0
Gm16494	0	0
Gm8340	0	0
Gm21293	8.98	15.415
Sco2	9.93	16.97
Gm17022	0.36	0.625
Rpl29-ps5	0	0
Gm8425	0.05	0.08
Gm8032	0.015	0.025
Gm3573	0	0
Vmn2r18	0.03	0.05
Igkv1-115	0	0
Cox16	18.385	31.245
Vmn2r108	0	0
Gm5258	0.04	0.07
Gm9671	0	0
Olfr721-ps1	0	0
Inafm1	0.445	0.765
Ear-ps5	0	0
Ces2h	0	0
Gm8050	0	0
Gm17153	0	0
Gm17141	0.005	0.01
Gm17091	0	0
Rpl19-ps4	0.07	0.12
Srsx	0	0
Gm5778	0.03	0.05
Speer4f2	0	0
Gm4707	1.47	2.545
Gm17155	0	0
Gm17177	0	0
Gm16490	0	0
Gm8251	0.04	0.065
Rpl36-ps12	13.945	23.63
Gm2855	0	0
Gm17188	0.01	0.02
Vmn2r100	0	0
Cldn34a	0.015	0.025
Gm17102	0.01	0.015
Gm6257	0.395	0.68
Cyp2a22	0	0
Olfr732	0	0
Vmn1r56	0	0
Gm3851	0.055	0.095
Vmn2r17	0	0
Gm17146	0.125	0.21
Gm6337	0.03	0.055
Gm17053	0	0
Vmn2r80	0	0
A830073O21Rik	0.115	0.2
Gm3030	0.045	0.085
Ube2d2a	9.15	15.405
Gm17019	0	0
Tnnc1	0.52	0.89
Gm4353	0.665	1.11
Gm6918	0	0
Gm6460	0.015	0.02
Gm6395	1.225	2.035
1700099I09Rik	0.015	0.02
Gm17231	0.54	0.91
Gm9587	0	0
Gm17409	0	0
Gm8267	0.005	0.005
Vmn1r185	0.005	0.01
Vmn2r62	0.01	0.015
Gm8582	0	0
Vmn2r52	0.005	0.005
Gon7	6.985	11.895
Gm8857	0	0
Gm3053	0	0
Gm3646	0	0
Gm2564	0.01	0.02
Gm7399	0.07	0.115
Gm17138	0.045	0.075
Vmn2r114	0	0
6530401F13Rik	0.005	0.01
Olfr421-ps1	0	0
Gm17709	5.29	9.035
Gm9844	1.225	2.06
C2cd4b	0.25	0.435
Rps2-ps10	166.64	280.73
Gm17038	0.02	0.035
Gm3123	0	0
Vmn2r78	0.01	0.015
Vmn2r-ps5	0	0
Gm17115	0.1	0.17
Gm4868	0	0
Hspa1a	1.255	2.145
Tmem207	0	0
Olfr457	0	0
Gm17354	0.245	0.415
Gm10352	0.02	0.035
Ndufab1-ps	0.21	0.355
Gm9672	0	0
B930036N10Rik	0.145	0.24
E130317F20Rik	1.28	2.185
Gm3339	0.005	0.01
BC049352	0	0
Gm6611	0.885	1.505
Gm17072	0	0
Gm17482	0	0
Gm17139	0.27	0.465
Cyp2c69	0.09	0.155
Myh15	0.005	0.005
Gm4468	0.38	0.67
Gm4027	5.28	8.93
Gbp11	0.01	0.025
Gm17062	0	0
Gm9027	5.64	9.55
Gm2108	0	0
Vmn2r59	0	0
Peg10	45.91	76.58
Gm2244	0.055	0.09
Gm5501	0.07	0.12
Gm17198	0	0
Gm17163	0	0
Esp6	0.045	0.075
Gm17086	0	0
Gm17631	0	0
Vmn2r85	0	0
Vmn2r4	0	0
Gm17229	0	0
Kif4-ps	0	0.01
Gm7925	0	0
Gm7289	0.035	0.06
Bend4	4.62	7.805
1700121N20Rik	0.045	0.08
A230065N10Rik	0	0
Gm4540	3.715	6.15
Gm6205	0	0
Dynlt1a	14.05	23.985
Serpina4-ps1	0	0
Olfr101	0	0
Vmn2r16	0	0
Kcnb2	0.005	0.01
Gm17224	0.115	0.2
Gm6793	0.025	0.045
Gm3294	0.045	0.075
Gm17215	0	0
Gm17528	0	0
Zfp804b	0	0.005
Gm5819	0.54	0.91
Gm17039	0.02	0.03
Ear-ps4	0	0
Gm9376	0	0
Vmn2r113	0	0
Gm10320	1.57	2.65
Fancf	1.395	2.41
Vmn2r90	0.04	0.065
Gm17581	0	0
B930094E09Rik	0.335	0.58
AA543401	0.565	0.965
D030025P21Rik	0.075	0.125
BC050972	0	0
Gm17089	0.015	0.03
Gm6482	0	0
Gm3370	0	0
Gm7052	0	0
Gm8005	0	0
Gm17026	0	0
Gm17268	0	0
Vmn2r86	0	0
Rergl	0	0
Gm5624	0.02	0.035
Gm7942	1.225	2.06
Gm3696	0.355	0.6
Gm9075	0	0
4833427F10Rik	0.005	0.01
Gm20523	0	0
Vmn2r-ps38	0	0
Gm7029	1.39	2.405
Gm3584	0	0
Gm20460	0	0
Gm45351	0.155	0.27
Vmn2r-ps75	0	0
Gm20432	0.21	0.365
Gm20407	0.015	0.025
4930515G01Rik	0.145	0.245
Gm18489	0	0
Gm20416	0.08	0.14
Gm5967	0	0
Gm20457	0.39	0.67
Gm20471	0	0
Gm20470	0	0
Gm7211	0.01	0.015
Dyx1c1	0.27	0.46
Cd9-ps	0.015	0.02
Vmn2r-ps87	0	0
Gm38505	0.015	0.02
Gm20480	0	0
Gm18358	0	0
Tnxa	0	0
A530058N18Rik	0	0
Stk19-ps1	0.02	0.03
1110038B12Rik	89.975	153.28
Vmn2r-ps49	0	0.005
Vmn1r-ps58	0.01	0.015
A930009A15Rik	0	0
Vmn2r-ps67	0	0
Slc22a13b-ps	0.195	0.345
Gm18522	0	0
Gm18560	0	0
Gm19345	0.15	0.26
Vmn2r-ps62	0	0
Gm20529	0	0
Gm20443	0.02	0.04
Gm20528	0	0
Gm7230	0	0
Gm20506	0	0
Gm19807	0.065	0.11
Gm8815	0	0
Gm2381	9.035	15.34
Gm7651	0	0
Vmn1r-ps28	0	0
Gm5977	0	0
Gm18889	0.06	0.1
Lgals1-ps1	0	0
Gm20521	0.2	0.335
Gm20403	0.03	0.055
Vmn1r-ps27	0	0
Gm6004	0.045	0.075
1700031A10Rik	0.015	0.02
Gm4246	0	0
Gm20522	0.115	0.2
Gm20515	0	0
Gm7030	0.07	0.13
Esp34	0	0
Gm17973	0	0
Gm20493	0	0
Gm20426	0.24	0.395
Vmn1r-ps63	0	0
Gm20467	0.01	0.015
Trav9n-1	0	0
Gm20499	0.17	0.3
H2-Q3	0	0
Gm20455	0.01	0.02
Gm18359	0	0
Gm2308	0.065	0.12
Gm20444	0.195	0.335
Vmn2r-ps68	0.02	0.03
Zfp963	0.5	0.85
Gm20519	0.035	0.055
Vmn2r-ps79	0	0
Gm3585	0	0
Gm5682	0	0
Gm20500	0.085	0.135
Gm20417	2.065	3.635
Gm20540	0	0
Gm9577	0	0
Gm7031	0	0
Vmn1r-ps46	0	0
Gm19301	0	0
Neat1	15.325	26.185
Gm20465	0.075	0.125
1700116B05Rik	0	0
Gm19684	0	0
Gm8752	0	0
Hmgb1-ps7	0.1	0.165
Gm20412	0.17	0.28
Gm8801	0.02	0.035
Vmn1r-ps56	0	0
Dtnbos	0.01	0.015
Vmn2r-ps77	0	0
Gm6659	0	0
Gm20452	0	0
Olfr113	0	0
Gm17919	0	0
Gm18200	0.11	0.18
Gm20543	0	0
Gm20454	0	0
Gm4214	0	0
Gm8877	0	0
Cdk3-ps	0.88	1.515
Gm6887	0.02	0.035
Vmn1r-ps29	0	0
Gm20530	0	0
Prps1l1	0	0
Gm20447	0	0
Vmn2r-ps76	0	0
Gm3623	0	0
4930518C09Rik	0	0
Gm20509	0	0
Vmn1r-ps26	0	0
Zfp419	0.055	0.09
Gm20415	0	0
Gm3563	0	0
Gm6726	0	0
Gm6633	0	0
Vmn1r-ps60	0	0
Esp36	0	0
BB365896	0	0
Gm18284	0.06	0.095
Vmn1r-ps55	0	0
Vmn2r-ps57	0	0
Gm20388	5.765	9.915
Vmn2r-ps82	0	0
Vmn1r-ps66	0	0
Gm8868	0	0
Zfp977	9.105	15.6
Vmn1r-ps40	0	0
Gm26940	0	0
Gm4831	0	0
Olfr754-ps1	0.01	0.02
Malat1	405.265	700.845
Esp31	0	0
Gm20525	0	0
Hspe1-ps3	0	0
Gm20503	0	0
Tlx1os	0	0
Platr17	8.465	14.31
Vmn1r-ps62	0	0
Vmn1r-ps64	0	0
Vmn2r-ps74	0	0
Gm20539	0	0
Gm20548	1.34	2.27
Gm20532	0.03	0.05
Vmn2r-ps83	0	0
Gm20430	0	0
Vmn1r-ps68	0.025	0.05
Gm20441	0	0
Gm20392	0	0
Gm20391	0	0
Gm20476	0	0
BC023719	0.03	0.055
Gm17782	0	0
Gm20479	0.32	0.545
A930015D03Rik	1.605	2.77
1700039E22Rik	0.01	0.02
Vmn2r-ps58	0	0
Gm20511	0	0
Olfr296-ps1	0	0
Gm20535	0.015	0.03
Gm6623	0	0
A730060N03Rik	0	0
Gm19203	0	0
Gm20549	0	0
Gm20512	0.195	0.35
Vmn2r-ps59	0	0
H2-Pb	0	0
Gm4189	0.09	0.15
Gm20401	0	0
Gm20536	1.8	3.1
Gm7648	0	0
Olfr306-ps1	0	0
Gm20483	0.075	0.135
Gm20541	10.825	18.47
Gm20546	0.035	0.055
Gm20399	0	0
Gm20445	0.745	1.275
Gm20463	0.815	1.415
Olfr758-ps1	0	0
C130080G10Rik	0.02	0.03
Vmn1r-ps59	0	0
4930556N13Rik	0.025	0.04
Olfr300-ps1	0	0
Gm20485	0.03	0.045
Gm9921	0	0
Gm20402	0.185	0.32
Gm20462	0	0
Vhl-ps1	0	0
Gm9613	0	0
Gm18354	0	0
Gm5594	0	0
Gm20507	0.22	0.365
Olfr115	0	0
Gm20453	0	0
Gm20513	0	0
Zfp141	6.8	11.615
Gpank1	5.75	9.715
Gm20406	0	0
Vmn2r-ps86	0	0
Vmn2r-ps65	0	0
Gm8018	0	0
Gm18779	0	0
Vmn1r-ps69	0	0
Gm20545	0	0
Gm18958	0	0
Vmn2r-ps70	0	0
Vmn2r-ps40	0	0
Gm20526	0	0
Rpl9-ps9	0	0
Gm18734	0	0
Vmn2r-ps37	0	0
Vmn2r-ps78	0	0
Vmn2r-ps46	0	0
Gm18733	0	0
Gm7696	0	0
Gm20387	0.005	0.005
Vmn1r-ps31	0	0
Vmn2r-ps56	0	0
Vmn2r-ps45	0	0
Gm2991	0.85	1.44
Gm20456	0.085	0.15
V1rd19	0	0
Gm8835	0.005	0.01
Gm18737	0.36	0.63
Gm8878	0	0
Gm18833	0	0
Vmn1r-ps83	0	0
Gm20489	0	0
Gm8902	0	0
Gm20472	0.045	0.07
Vmn1r-ps57	0	0
Gm18360	0	0
Gm18520	0	0
Gm20395	0	0
Gm20518	0.17	0.3
Cyp21a2-ps	0	0
Gm20473	0	0
Vmn1r180	0	0
Gm20478	0	0
Vmn1r-ps65	0	0
Gm18808	0	0
Gm20495	0	0
Gm20531	0.09	0.155
Gm20421	0.025	0.045
Rpl9-ps5	0	0
2610524H06Rik	12.205	20.995
Vmn1r-ps71	0	0
Gm18159	0.005	0.015
Vmn1r-ps53	0	0
Gm20482	0.44	0.75
B230208B08Rik	0	0
Gm20451	0	0
Gm20420	0.015	0.025
Gm20405	0	0
Vmn1r-ps84	0	0
1700092C10Rik	0	0
Gm20400	0	0
Gm4252	0	0
Gm20484	0	0
Gm20396	0	0
Gm19246	0	0
Vmn1r-ps77	0	0
H2-M10.5-ps1	0	0
Gm20394	0.185	0.315
Gm18343	0.03	0.05
Gm20547	0.035	0.05
Gm4152	0.405	0.665
Gm20542	0	0
Vmn1r-ps86	0	0
C87198	0	0
Gm20397	0	0
Art2a-ps	0	0
Fam71e2	0.02	0.03
Actl9	0	0
Gm3611	0	0
Gm4271	0	0
Gm20389	0	0
Gm18191	0	0
Olfr756-ps1	0.015	0.03
Gm20461	0.045	0.075
Gm17907	0.07	0.125
Nlrp1c-ps	0	0
Vmn2r-ps80	0	0
Vmn2r-ps64	0	0
Vmn2r-ps84	0.01	0.015
Vmn2r-ps72	0	0
Pagr1b	2.71	4.52
Vmn1r-ps61	0	0
Gm20501	0	0
Vmn2r-ps55	0	0
Gm20468	0	0
Gm8738	0.955	1.66
Gm20537	0.26	0.43
Olfr757-ps1	0	0
Skiv2l-ps1	0.025	0.045
Gm20422	0.06	0.1
Gm20319	0.07	0.12
Vmn1r-ps80	0	0
Vmn2r-ps41	0	0
Gm20491	0.005	0.01
Gm20496	0	0
Gm20287	0	0
Gm4287	0.205	0.335
Gm20428	0	0
Gm18128	0.35	0.61
Stk-ps1	0	0
Olfr755-ps1	0.025	0.045
Gm8696	0	0
Med20	9.425	16.09
Gm20475	0	0
Gm8750	0.115	0.195
Gm4011	0	0
Gm20414	0	0
Gm3617	0	0
BC051226	4.03	6.755
Gm20477	0	0
Gm20409	0	0
Vmn2r-ps73	0	0
Olfr759-ps1	0	0
Gm20544	1.69	2.88
Plut	0.01	0.015
Gm4134	0.015	0.03
Serpinb10	0	0
Vmn2r-ps43	0	0
2810047C21Rik1	0.015	0.02
Gm5583	0	0
Obox4-ps35	0.085	0.15
Gm7393	0.01	0.02
4930488B22Rik	0.005	0.005
Vmn1r62	0	0
Vmn1r-ps45	0	0
Gm3211	0	0
Vmn2r-ps53	0	0
Gm18199	0	0
Ly6g6c	0.05	0.08
Vmn2r-ps85	0	0
Gm20534	0	0
Gm20429	0.025	0.045
Gm20449	0.025	0.045
Gm20492	0.205	0.355
Gm20427	1.47	2.545
Gm20490	0	0
Gm20486	1.755	3.05
1700010K23Rik	0	0
Gm20442	0.02	0.035
Olfr760-ps1	0	0
4931413I07Rik	0	0
Gm20386	0	0
Gm20508	0.12	0.205
Gm20450	0	0
Scnm1	7.545	12.885
Vmn2r-ps81	0	0
Gm20481	0.23	0.385
Vmn1r-ps67	0	0
Vmn2r-ps42	0	0
Gm18604	0	0
Vmn2r-ps47	0	0
Olfr762-ps1	0	0
Vmn1r-ps74	0	0
Gm8412	0	0
Btnl6	0	0
Gm20438	0	0
Gm18201	0	0
Vmn2r-ps66	0	0
Khdc3	6.99	12.18
Gm3654	0	0
Gm20404	0	0
9130230N09Rik	0.22	0.38
D130058E05Rik	0.94	1.625
Vmn1r-ps85	0	0
Mir3962	0	0
Gm26381	0	0
Mir5112	0	0
Mir3964	0	0
Gm23563	0	0
Gm23562	0	0
Gm23564	0	0
Gm22234	0	0
Gm23566	0	0
Gm25241	0	0
Mir3104	0	0
Gm25243	0	0
Gm25238	0	0
Gm25239	0	0
Gm25240	0	0
Mir3100	0	0
Gm22403	0	0
Gm22402	0	0
Gm22406	0	0
Gm22408	0	0
Gm22401	0	0
Gm24103	0	0
Mir3067	0	0
Gm24105	0.045	0.085
Gm25262	0	0
Mir5106	0	0
Mir5129	0	0
Snord55	0	0
Gm25747	0	0
Gm26241	0	0
Gm25745	0	0
Gm25744	0	0
Gm22923	0	0
Mir3092	0	0
Mir5133	0	0
Gm22925	0	0
Gm22926	0	0
Gm24515	0	0
Gm24514	0.2	0.36
Gm24512	0	0
Gm24513	0	0
Gm24510	0	0
Gm22857	0	0
Gm22858	0	0
Gm22854	0	0
Gm22853	0	0
Gm22860	0	0
Gm22859	0	0
Gm25675	0	0
Gm24804	0	0
Gm25677	0	0
Gm25678	0	0
Mir3062	0	0
Snora24	0	0
Gm24026	0	0
Gm24025	0	0
Mir5100	0	0
Gm24022	0	0
Mir5135	0	0
Mir3074-1	0	0
Gm22177	0	0
Mir5122	0	0
Rn7s6	53.31	90.25
Gm22180	0	0
Gm22175	0	0
Mir3080	0	0
Mir3473a	0	0
Gm26400	0	0
Gm25026	0	0
Gm25025	0	0
Gm23365	0	0
Mir5120	0	0
Gm27626	0	0
Gm23366	0	0
Gm23362	0	0
Gm23363	0	0
Gm23364	0	0
Mirlet7a-2	0	0
Gm26197	0	0
Gm26195	0	0
Gm26194	0	0
Mir3057	0	0
Mir3077	0	0
Mir5116	0	0
Gm22693	0	0
Gm22694	0	0
Mir466m	0	0
Mir3110	0	0
Gm22690	0	0
Gm22692	0	0
Gm25927	0	0
Gm26460	0	0
Gm26461	1.25	2.135
Gm26463	0	0
Mir199b	0	0
Gm23636	0	0
Gm23634	0	0
Mir3086	0	0
Gm23638	0	0
Mir3099	0	0
Gm23637	0	0
Gm27361	0	0
Gm23639	0	0
Gm23163	0	0
Gm23162	0	0
Gm23164	0	0
Gm24197	0	0
Mir3091	0	0
Gm23159	0	0
Mir3963	0	0
Mir3088	0	0
Gm24823	0	0
Gm24818	0	0
Gm24819	0	0
Rpph1	2586.815	4394.73
Gm24824	0	0
Gm24331	0	0
Gm24330	0	0
Gm24333	0	0
Gm24332	0	0
Gm24328	0	0
Mir344d-1	0	0
Gm23263	0	0
Gm24327	0	0
Mir344g	0	0
Gm25960	0	0
Mir5103	0	0
Gm25959	0	0
Gm25958	0	0
Gm25956	0	0
Mir3094	0	0
Gm25476	0	0
Mir3058	0	0
Mir5113	0	0
Mir3061	0	0
Gm22646	0	0
Gm22649	0	0
Gm25641	0	0
Gm25642	0	0
Gm22650	0	0
Mir3471-1	0	0
Gm22123	0	0
Snord53	0	0
Gm22122	0	0
Gm22121	0	0
Gm23810	0	0
Gm23813	0	0
Gm23811	0	0
Gm23812	0	0
Gm23806	0	0
Mir5130	0	0
Gm27896	0	0
Gm25735	0	0
Gm25736	0	0
Mir5132	0	0
Gm25731	0	0
Gm25732	0	0
Gm24086	0	0
Gm24085	0	0
Gm24084	0	0
Gm24083	0	0
Gm24082	0	0
Mir3472	0	0
Gm24081	0	0
Gm24080	0	0
Mirt2	0	0
Mir344b	0	0
Mir5101	0	0
Gm24561	0	0
Gm24563	0	0
Gm22904	0	0
Gm22906	0	0
Gm22903	0	0
Gm22697	0	0
Gm22907	0	0
Gm23393	0	0
Gm23394	0	0
Mir3059	0	0
Gm26217	0	0
Gm26220	0	0
Gm26219	0	0
Mir5128	0	0
Gm22239	0	0
Gm22238	0	0
Gm22242	0	0
Gm22240	0	0
Mir3078	0	0
Gm25071	0	0
Gm25072	0	0
Gm25070	0	0
Gm25069	0	0
Mir5125	0	0
Mir378b	0	0
Gm25574	0	0
Mir3093	0	0
Mir466q	0	0
Gm23918	0	0
Mir16-1	0	0
Gm23917	0	0
Mir5099	0	0
Gm23921	0	0
Gm24155	0	0
Gm24154	0	0
Mir3473c	0	0
Gm24158	0	0
Gm24159	0	0
Gm24157	0	0
Mir15a	0	0
Snord52	0	0
Gm22460	0	0
Mir100	0	0
Gm22461	0	0
Gm22464	0	0
Gm22463	0	0
Mir5108	0	0
Gm22466	0	0
Gm25303	0	0
Gm27826	0	0
Gm25299	0	0
Gm25300	0	0
Gm25301	0	0
Gm25306	0	0
Gm23632	0	0
Gm22662	0.065	0.115
Gm23631	0	0
Gm23630	0	0
Gm23633	0	0
Mir5127	0	0
Mir3066	0	0
Mir1912	0	0
Gm26141	0	0
Gm26455	0	0
Mir3109	0	0
Snord8	0	0
Mir3081	0	0
Gm24813	0	0
Gm24816	0	0
Gm24811	0	0
Gm24812	0	0
Gm24810	0	0
Gm24809	0	0
Mir5104	0	0
Mir5098	0	0
Gm23152	0	0
Gm23153	0.09	0.145
Gm23154	0	0
Gm23156	0	0
Gm25952	0	0
Gm25951	0	0
Gm25950	0	0
Mir124a-2	0	0
Gm25949	0	0
Gm25948	0	0
Mir3082	0	0
Gm25953	0	0
Mir3060	0	0
Mir3075	0	0
Gm24322	0	0
Gm24323	0	0
Gm24325	0	0
Mir3473d	0	0
Gm24321	0	0
Mir3073a	0	0
Mir3089	0	0
Gm22643	0	0
Gm22642	0	0
Mir3968	0	0
Mir3097	0	0
Mir3971	0	0
Gm25533	0	0
Mir3475	0	0
Gm25535	0	0
Gm25534	0	0
Mir1839	0	0
Mir344f	0	0
Gm22701	0	0
Gm22702	0	0
Gm22696	0	0
Gm25972	0	0
Gm22698	0	0
Gm22699	0	0
Mir3083	0	0
Gm25640	0	0
Mir3474	0	0
Mir1264	0	0
Gm24366	0	0
Gm24365	0	0
Gm24369	0	0
Gm24368	0	0
Gm25993	0	0
Gm25994	0	0
Gm25996	0	0
Gm25995	0	0
Gm25998	0	0
Gm25999	0	0
Mir28b	0	0
Mir3106	0	0
Gm23369	0	0
Gm23375	0	0
Gm23374	0	0
Gm25032	0	0
Gm25033	0	0
Gm25035	0	0
Mir3076	0	0
Mir3098	0	0
Gm25036	0	0
Gm25037	0	0
Gm22773	0	0
Gm22183	0	0
Gm22184	0	0
Gm22994	0	0
Gm22993	0.2	0.345
Mir5131	0	0
Gm22990	0	0
Mir3079	0	0
Gm23873	0	0
Mir3112	0	0
Gm23872	0	0
Mir5119	0	0
Snord87	0	0
Gm25690	0	0
Gm25687	0	0
Gm25693	0	0
Gm25692	0	0
Mir344-2	0	0
Gm25694	0	0
Gm22875	0	0
Gm22876	0	0
Gm22877	0	0
Mir3547	0	0
Gm22411	0	0
Gm22413	0	0
Gm22414	0	0
Gm27325	0	0
Gm25250	0	0
Gm25249	0	0
Gm25248	0	0
Mir3103	0	0
Gm25247	0	0
Gm25246	0	0
Gm25252	0	0
Mir3113	0	0
Mir3105	0	0
Gm27903	0	0
Gm25750	0	0
Gm25749	0	0
Mir1251	0	0
Gm25748	0	0
Gm24109	0	0
Gm25297	0	0
Gm24111	0	0
Mir3085	0	0
Gm24108	0	0
Mir9-3	0	0
Gm24106	0	0
Gm24573	0	0
Mir3108	0	0
Gm24574	0	0
Gm24575	0	0
Mir677	0	0
Gm24572	0	0
Gm24576	0.145	0.25
Gm22932	0	0
Mir5126	0	0
Gm22933	0	0
Gm22929	0	0
Gm23415	0	0
Gm23416	0	0
Gm23413	0	0
Gm23419	0	0
Gm23417	0	0
